"sk_evento","fk_tempo","fk_prospect","fk_vendedor","fk_cardapio","fk_tema","data_interesse","tipo_evento","duracao_horas","status","qtd_adultos","qtd_criancas","faturamento","custo","dias_para_evento","total_pessoas","lucro_total"
2933,NULL,201,3,3,NULL,"2023-10-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2934,NULL,301,4,2,1,"2023-10-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2935,NULL,430,5,NULL,NULL,"2023-10-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2936,NULL,401,6,4,NULL,"2023-10-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2937,NULL,501,7,3,5,"2023-10-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2938,NULL,330,1,NULL,NULL,"2023-10-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2939,NULL,601,2,2,NULL,"2023-10-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2940,NULL,701,3,1,4,"2023-10-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2941,NULL,320,4,NULL,NULL,"2023-10-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2942,NULL,801,5,2,NULL,"2023-10-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2943,NULL,901,6,1,6,"2023-10-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2944,NULL,315,7,NULL,NULL,"2023-10-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2945,NULL,1001,1,3,NULL,"2023-10-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2946,NULL,1101,2,2,2,"2023-10-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2947,NULL,440,3,NULL,NULL,"2023-10-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2948,NULL,1201,4,3,NULL,"2023-10-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2949,NULL,1301,5,1,8,"2023-10-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2950,NULL,240,6,NULL,NULL,"2023-10-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2951,NULL,1401,7,4,NULL,"2023-10-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2952,NULL,1501,1,1,5,"2023-10-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2953,NULL,312,2,NULL,NULL,"2023-10-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2954,NULL,1601,3,2,NULL,"2023-10-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2955,NULL,1701,4,1,7,"2023-10-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2956,NULL,250,5,NULL,NULL,"2023-10-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2957,NULL,1801,1,4,NULL,"2023-10-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2958,NULL,1901,6,1,5,"2023-10-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2959,NULL,312,2,NULL,NULL,"2023-10-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2960,NULL,2001,3,2,NULL,"2023-10-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2961,NULL,2101,4,1,7,"2023-10-31","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",62,70,"230.00"
2962,NULL,101,1,1,2,"2023-11-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2963,NULL,450,2,NULL,NULL,"2023-11-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
2964,NULL,201,3,3,NULL,"2023-11-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2965,NULL,301,4,2,1,"2023-11-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2966,NULL,430,5,NULL,NULL,"2023-11-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2967,NULL,401,6,4,NULL,"2023-11-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2968,NULL,501,7,3,5,"2023-11-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2969,NULL,330,1,NULL,NULL,"2023-11-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2970,NULL,601,2,2,NULL,"2023-11-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2971,NULL,701,3,1,4,"2023-11-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2972,NULL,320,4,NULL,NULL,"2023-11-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2973,NULL,801,5,2,NULL,"2023-11-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2974,NULL,901,6,1,6,"2023-11-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2975,NULL,315,7,NULL,NULL,"2023-11-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2976,NULL,1001,1,3,NULL,"2023-11-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2977,NULL,1101,2,2,2,"2023-11-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2978,NULL,440,3,NULL,NULL,"2023-11-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2979,NULL,1201,4,3,NULL,"2023-11-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2980,NULL,1301,5,1,8,"2023-11-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2981,NULL,240,6,NULL,NULL,"2023-11-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2982,NULL,1401,7,4,NULL,"2023-11-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2983,NULL,1501,1,1,5,"2023-11-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2984,NULL,312,2,NULL,NULL,"2023-11-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2985,NULL,1601,3,2,NULL,"2023-11-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2986,NULL,1701,4,1,7,"2023-11-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2987,NULL,250,5,NULL,NULL,"2023-11-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2988,NULL,1801,1,4,NULL,"2023-11-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2989,NULL,1901,6,1,5,"2023-11-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2990,NULL,312,2,NULL,NULL,"2023-11-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2991,NULL,2001,3,2,NULL,"2023-11-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2992,NULL,101,1,1,2,"2023-12-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",91,58,"130.00"
2993,NULL,450,2,NULL,NULL,"2023-12-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,90,65,NULL
2994,NULL,201,3,3,NULL,"2023-12-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",89,100,"400.00"
2995,NULL,301,4,2,1,"2023-12-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",88,58,"160.00"
2996,NULL,430,5,NULL,NULL,"2023-12-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,87,70,NULL
2997,NULL,401,6,4,NULL,"2023-12-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",86,83,"250.00"
2998,NULL,501,7,3,5,"2023-12-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",85,110,"420.00"
2999,NULL,330,1,NULL,NULL,"2023-12-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,84,62,NULL
3000,NULL,601,2,2,NULL,"2023-12-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",83,71,"200.00"
3001,NULL,701,3,1,4,"2023-12-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",82,95,"350.00"
3002,NULL,320,4,NULL,NULL,"2023-12-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,81,72,NULL
3003,NULL,801,5,2,NULL,"2023-12-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",80,64,"170.00"
3004,NULL,901,6,1,6,"2023-12-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",79,77,"210.00"
3005,NULL,315,7,NULL,NULL,"2023-12-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,78,61,NULL
3006,NULL,1001,1,3,NULL,"2023-12-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",77,108,"400.00"
3007,NULL,1101,2,2,2,"2023-12-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",76,72,"220.00"
3008,NULL,440,3,NULL,NULL,"2023-12-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,75,78,NULL
3009,NULL,1201,4,3,NULL,"2023-12-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",74,76,"210.00"
3010,NULL,1301,5,1,8,"2023-12-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",73,75,"230.00"
3011,NULL,240,6,NULL,NULL,"2023-12-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,72,70,NULL
3012,NULL,1401,7,4,NULL,"2023-12-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",71,102,"400.00"
3013,NULL,1501,1,1,5,"2023-12-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",70,60,"180.00"
3014,NULL,312,2,NULL,NULL,"2023-12-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,69,60,NULL
3015,NULL,1601,3,2,NULL,"2023-12-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",68,75,"230.00"
3016,NULL,1701,4,1,7,"2023-12-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",67,70,"230.00"
3017,NULL,250,5,NULL,NULL,"2023-12-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,66,70,NULL
3018,NULL,1801,1,4,NULL,"2023-12-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",65,100,"400.00"
3019,NULL,1901,6,1,5,"2023-12-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",64,60,"180.00"
3020,NULL,312,2,NULL,NULL,"2023-12-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,63,60,NULL
3021,NULL,2001,3,2,NULL,"2023-12-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",62,75,"230.00"
3022,NULL,2101,4,1,7,"2023-12-31","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",61,70,"230.00"
3023,NULL,101,1,1,2,"2024-01-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
3024,NULL,450,2,NULL,NULL,"2024-01-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
3025,NULL,201,3,3,NULL,"2024-01-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
3026,NULL,301,4,2,1,"2024-01-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
3027,NULL,430,5,NULL,NULL,"2024-01-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
3028,NULL,401,6,4,NULL,"2024-01-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
3029,NULL,501,7,3,5,"2024-01-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
3030,NULL,330,1,NULL,NULL,"2024-01-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
3031,NULL,601,2,2,NULL,"2024-01-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
3032,NULL,701,3,1,4,"2024-01-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
3033,NULL,320,4,NULL,NULL,"2024-01-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
3034,NULL,801,5,2,NULL,"2024-01-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
3035,NULL,901,6,1,6,"2024-01-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
3036,NULL,315,7,NULL,NULL,"2024-01-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
3037,NULL,1001,1,3,NULL,"2024-01-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
3038,NULL,1101,2,2,2,"2024-01-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
3039,NULL,440,3,NULL,NULL,"2024-01-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
3040,NULL,1201,4,3,NULL,"2024-01-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
3041,NULL,1301,5,1,8,"2024-01-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
3042,NULL,240,6,NULL,NULL,"2024-01-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
3043,NULL,1401,7,4,NULL,"2024-01-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
3044,NULL,1501,1,1,5,"2024-01-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
3045,NULL,312,2,NULL,NULL,"2024-01-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
3046,NULL,1601,3,2,NULL,"2024-01-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
3047,NULL,1701,4,1,7,"2024-01-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
3048,NULL,250,5,NULL,NULL,"2024-01-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
3049,NULL,1801,1,4,NULL,"2024-01-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
3050,NULL,1901,6,1,5,"2024-01-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
3051,NULL,312,2,NULL,NULL,"2024-01-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
3052,NULL,2001,3,2,NULL,"2024-01-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
3053,NULL,2101,4,1,7,"2024-01-31","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",62,70,"230.00"
3054,NULL,101,1,1,2,"2024-02-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
3055,NULL,450,2,NULL,NULL,"2024-02-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
3056,NULL,201,3,3,NULL,"2024-02-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
3057,NULL,301,4,2,1,"2024-02-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
3058,NULL,430,5,NULL,NULL,"2024-02-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
3059,NULL,401,6,4,NULL,"2024-02-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
3060,NULL,501,7,3,5,"2024-02-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
3061,NULL,330,1,NULL,NULL,"2024-02-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
3062,NULL,601,2,2,NULL,"2024-02-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
3063,NULL,701,3,1,4,"2024-02-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
3064,NULL,320,4,NULL,NULL,"2024-02-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
3065,NULL,801,5,2,NULL,"2024-02-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
3066,NULL,901,6,1,6,"2024-02-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
3067,NULL,315,7,NULL,NULL,"2024-02-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
3068,NULL,1001,1,3,NULL,"2024-02-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
3069,NULL,1101,2,2,2,"2024-02-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
3070,NULL,440,3,NULL,NULL,"2024-02-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
3071,NULL,1201,4,3,NULL,"2024-02-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
3072,NULL,1301,5,1,8,"2024-02-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
3073,NULL,240,6,NULL,NULL,"2024-02-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
3074,NULL,1401,7,4,NULL,"2024-02-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
3075,NULL,1501,1,1,5,"2024-02-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
3076,NULL,312,2,NULL,NULL,"2024-02-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
3077,NULL,1601,3,2,NULL,"2024-02-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
3078,NULL,1701,4,1,7,"2024-02-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
3079,NULL,250,5,NULL,NULL,"2024-02-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
3080,NULL,1801,1,4,NULL,"2024-02-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
3081,NULL,1901,6,1,5,"2024-02-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
3082,NULL,101,1,1,3,"2024-03-01","Aniversário infantil","04:00:00","Tornou-se cliente",30,28,"420.00","290.00",91,58,"130.00"
3083,NULL,430,2,NULL,NULL,"2024-03-02","Formatura","04:00:00","Desistência",45,25,NULL,NULL,90,70,NULL
3084,NULL,201,3,3,NULL,"2024-03-03","Casamento","04:00:00","Em negociação",55,50,"1150.00","720.00",89,105,"430.00"
3085,NULL,301,4,2,2,"2024-03-04","Chá revelação","04:00:00","Tornou-se cliente",27,33,"490.00","320.00",88,60,"170.00"
3086,NULL,440,5,NULL,NULL,"2024-03-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,87,70,NULL
3087,NULL,401,6,4,NULL,"2024-03-06","Aniversário de adulto","04:00:00","Em negociação",48,36,"710.00","460.00",86,84,"250.00"
3088,NULL,501,7,3,6,"2024-03-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1210.00","780.00",85,110,"430.00"
3089,NULL,340,1,NULL,NULL,"2024-03-08","Chá revelação","04:00:00","Desistência",31,30,NULL,NULL,84,61,NULL
3090,NULL,601,2,2,NULL,"2024-03-09","Aniversário infantil","04:00:00","Em negociação",36,38,"560.00","360.00",83,74,"200.00"
3091,NULL,701,3,1,4,"2024-03-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"960.00","610.00",82,95,"350.00"
3092,NULL,330,4,NULL,NULL,"2024-03-11","Formatura","04:00:00","Desistência",47,27,NULL,NULL,81,74,NULL
3093,NULL,801,5,2,NULL,"2024-03-12","Chá revelação","04:00:00","Em negociação",29,37,"530.00","360.00",80,66,"170.00"
3094,NULL,901,6,1,7,"2024-03-13","Aniversário de adulto","04:00:00","Tornou-se cliente",45,34,"690.00","470.00",79,79,"220.00"
3095,NULL,320,7,NULL,NULL,"2024-03-14","Aniversário infantil","04:00:00","Desistência",32,31,NULL,NULL,78,63,NULL
3096,NULL,1001,1,3,NULL,"2024-03-15","Casamento","04:00:00","Em negociação",62,48,"1160.00","760.00",77,110,"400.00"
3097,NULL,1101,2,2,2,"2024-03-16","Formatura","04:00:00","Tornou-se cliente",51,23,"720.00","500.00",76,74,"220.00"
3098,NULL,450,3,NULL,NULL,"2024-03-17","Aniversário de 15 anos","04:00:00","Desistência",47,33,NULL,NULL,75,80,NULL
3099,NULL,1201,4,3,NULL,"2024-03-18","Aniversário infantil","04:00:00","Em negociação",37,41,"580.00","370.00",74,78,"210.00"
3100,NULL,1301,5,1,8,"2024-03-19","Aniversário de adulto","04:00:00","Tornou-se cliente",43,34,"710.00","480.00",73,77,"230.00"
3101,NULL,250,6,NULL,NULL,"2024-03-20","Formatura","04:00:00","Desistência",51,21,NULL,NULL,72,72,NULL
3102,NULL,1401,7,4,NULL,"2024-03-21","Casamento","04:00:00","Em negociação",61,41,"1120.00","720.00",71,102,"400.00"
3103,NULL,1501,1,1,5,"2024-03-22","Chá revelação","04:00:00","Tornou-se cliente",26,34,"490.00","310.00",70,60,"180.00"
3104,NULL,325,2,NULL,NULL,"2024-03-23","Aniversário infantil","04:00:00","Desistência",33,29,NULL,NULL,69,62,NULL
3105,NULL,1601,3,2,NULL,"2024-03-24","Aniversário de 15 anos","04:00:00","Em negociação",46,31,"690.00","460.00",68,77,"230.00"
